# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1305031104.8359 1.3952 0.6295 1.7501 0.6405 0.5749 -0.3223 -0.3942
1305031104.8458 1.3963 0.6302 1.7508 0.6404 0.5732 -0.3229 -0.3964
1305031104.8558 1.3971 0.6308 1.7514 0.6402 0.5718 -0.3238 -0.3978
1305031104.8658 1.3979 0.6316 1.7518 0.6403 0.5708 -0.3244 -0.3987
1305031104.8758 1.3987 0.6321 1.7521 0.6409 0.5700 -0.3244 -0.3990
1305031104.8858 1.3990 0.6326 1.7522 0.6411 0.5693 -0.3250 -0.3991
1305031104.8958 1.3993 0.6330 1.7522 0.6414 0.5690 -0.3253 -0.3988
1305031104.9059 1.3995 0.6337 1.7521 0.6419 0.5681 -0.3257 -0.3990
1305031104.9158 1.3995 0.6344 1.7519 0.6420 0.5673 -0.3262 -0.3996
1305031104.9258 1.3993 0.6349 1.7516 0.6419 0.5669 -0.3264 -0.4000
1305031104.9362 1.3986 0.6352 1.7510 0.6412 0.5667 -0.3275 -0.4006
1305031104.9458 1.3983 0.6357 1.7505 0.6413 0.5669 -0.3272 -0.4004
1305031104.9558 1.3976 0.6358 1.7499 0.6417 0.5671 -0.3268 -0.3998
1305031104.9658 1.3970 0.6362 1.7488 0.6424 0.5675 -0.3264 -0.3985
1305031104.9759 1.3960 0.6366 1.7479 0.6427 0.5676 -0.3261 -0.3981
1305031104.9858 1.3948 0.6369 1.7465 0.6430 0.5683 -0.3261 -0.3965
1305031104.9958 1.3935 0.6370 1.7452 0.6443 0.5685 -0.3250 -0.3950
1305031105.0058 1.3921 0.6371 1.7437 0.6447 0.5686 -0.3249 -0.3944
1305031105.0158 1.3905 0.6374 1.7422 0.6448 0.5698 -0.3235 -0.3935
1305031105.0258 1.3889 0.6373 1.7405 0.6454 0.5707 -0.3224 -0.3922
1305031105.0358 1.3872 0.6374 1.7386 0.6459 0.5717 -0.3210 -0.3911
1305031105.0458 1.3851 0.6372 1.7367 0.6454 0.5734 -0.3203 -0.3899
1305031105.0558 1.3829 0.6374 1.7347 0.6456 0.5742 -0.3197 -0.3889
1305031105.0658 1.3811 0.6372 1.7327 0.6471 0.5755 -0.3168 -0.3869
1305031105.0758 1.3788 0.6369 1.7304 0.6471 0.5767 -0.3163 -0.3855
1305031105.0858 1.3764 0.6369 1.7283 0.6475 0.5774 -0.3152 -0.3846
1305031105.0958 1.3740 0.6366 1.7260 0.6476 0.5780 -0.3146 -0.3841
1305031105.1058 1.3718 0.6363 1.7236 0.6477 0.5790 -0.3136 -0.3832
1305031105.1158 1.3690 0.6358 1.7212 0.6474 0.5801 -0.3137 -0.3820
1305031105.1258 1.3666 0.6353 1.7185 0.6481 0.5818 -0.3120 -0.3797
1305031105.1358 1.3636 0.6348 1.7158 0.6476 0.5830 -0.3116 -0.3790
1305031105.1458 1.3606 0.6344 1.7128 0.6473 0.5852 -0.3104 -0.3771
1305031105.1558 1.3577 0.6339 1.7099 0.6484 0.5873 -0.3079 -0.3740
1305031105.1658 1.3547 0.6330 1.7067 0.6491 0.5908 -0.3052 -0.3694
1305031105.1758 1.3518 0.6325 1.7038 0.6498 0.5925 -0.3034 -0.3670
1305031105.1858 1.3486 0.6321 1.7007 0.6500 0.5940 -0.3023 -0.3650
1305031105.1958 1.3455 0.6315 1.6976 0.6495 0.5949 -0.3026 -0.3642
1305031105.2058 1.3422 0.6308 1.6946 0.6494 0.5965 -0.3020 -0.3623
1305031105.2159 1.3392 0.6304 1.6917 0.6495 0.5979 -0.3015 -0.3602
1305031105.2258 1.3361 0.6296 1.6886 0.6491 0.5996 -0.3015 -0.3581
1305031105.2358 1.3330 0.6289 1.6856 0.6490 0.6017 -0.3008 -0.3554
1305031105.2458 1.3298 0.6282 1.6823 0.6491 0.6029 -0.3007 -0.3532
1305031105.2558 1.3262 0.6274 1.6788 0.6493 0.6057 -0.3001 -0.3486
1305031105.2658 1.3239 0.6271 1.6761 0.6499 0.6071 -0.2984 -0.3465
1305031105.2758 1.3204 0.6261 1.6724 0.6503 0.6102 -0.2977 -0.3408
1305031105.2858 1.3188 0.6257 1.6698 0.6532 0.6118 -0.2929 -0.3365
1305031105.2958 1.3146 0.6249 1.6662 0.6511 0.6132 -0.2968 -0.3345
1305031105.3058 1.3116 0.6242 1.6631 0.6512 0.6152 -0.2965 -0.3310
1305031105.3158 1.3087 0.6235 1.6601 0.6514 0.6164 -0.2964 -0.3284
1305031105.3258 1.3058 0.6230 1.6571 0.6516 0.6177 -0.2961 -0.3259
1305031105.3358 1.3028 0.6223 1.6540 0.6518 0.6185 -0.2965 -0.3234
1305031105.3458 1.3001 0.6218 1.6511 0.6524 0.6199 -0.2957 -0.3204
1305031105.3558 1.2970 0.6213 1.6483 0.6518 0.6199 -0.2974 -0.3201
1305031105.3659 1.2946 0.6208 1.6455 0.6524 0.6201 -0.2969 -0.3189
1305031105.3758 1.2914 0.6202 1.6426 0.6517 0.6211 -0.2978 -0.3176
1305031105.3858 1.2886 0.6199 1.6398 0.6515 0.6225 -0.2974 -0.3157
1305031105.3958 1.2860 0.6193 1.6368 0.6523 0.6235 -0.2960 -0.3133
1305031105.4058 1.2831 0.6189 1.6337 0.6522 0.6248 -0.2956 -0.3111
1305031105.4158 1.2797 0.6182 1.6304 0.6519 0.6258 -0.2962 -0.3093
1305031105.4258 1.2774 0.6180 1.6276 0.6531 0.6269 -0.2939 -0.3066
1305031105.4358 1.2739 0.6176 1.6244 0.6524 0.6275 -0.2952 -0.3057
1305031105.4458 1.2713 0.6172 1.6215 0.6526 0.6284 -0.2946 -0.3040
1305031105.4558 1.2683 0.6168 1.6188 0.6526 0.6292 -0.2942 -0.3027
1305031105.4658 1.2655 0.6166 1.6160 0.6526 0.6300 -0.2937 -0.3015
1305031105.4761 1.2627 0.6165 1.6129 0.6528 0.6303 -0.2941 -0.3003
1305031105.4858 1.2601 0.6162 1.6102 0.6530 0.6315 -0.2933 -0.2980
1305031105.4958 1.2573 0.6160 1.6071 0.6537 0.6321 -0.2926 -0.2959
1305031105.5058 1.2542 0.6159 1.6041 0.6537 0.6323 -0.2930 -0.2950
1305031105.5158 1.2514 0.6158 1.6012 0.6543 0.6329 -0.2918 -0.2936
1305031105.5258 1.2483 0.6156 1.5983 0.6547 0.6327 -0.2916 -0.2933
1305031105.5358 1.2457 0.6156 1.5954 0.6557 0.6327 -0.2902 -0.2923
1305031105.5459 1.2427 0.6155 1.5923 0.6558 0.6327 -0.2907 -0.2918
1305031105.5558 1.2401 0.6156 1.5896 0.6565 0.6337 -0.2888 -0.2899
1305031105.5658 1.2370 0.6154 1.5865 0.6561 0.6341 -0.2894 -0.2894
1305031105.5758 1.2340 0.6155 1.5835 0.6561 0.6345 -0.2890 -0.2887
1305031105.5858 1.2310 0.6156 1.5804 0.6563 0.6346 -0.2890 -0.2882
1305031105.5958 1.2283 0.6156 1.5775 0.6570 0.6344 -0.2883 -0.2876
1305031105.6058 1.2253 0.6158 1.5746 0.6573 0.6345 -0.2880 -0.2871
1305031105.6158 1.2225 0.6159 1.5716 0.6578 0.6342 -0.2880 -0.2866
1305031105.6258 1.2194 0.6160 1.5685 0.6582 0.6333 -0.2887 -0.2871
1305031105.6358 1.2165 0.6161 1.5653 0.6585 0.6329 -0.2895 -0.2863
1305031105.6458 1.2135 0.6163 1.5621 0.6589 0.6323 -0.2905 -0.2858
1305031105.6558 1.2107 0.6165 1.5589 0.6595 0.6325 -0.2899 -0.2846
1305031105.6658 1.2076 0.6168 1.5555 0.6596 0.6327 -0.2898 -0.2841
1305031105.6759 1.2048 0.6169 1.5525 0.6602 0.6324 -0.2892 -0.2840
1305031105.6858 1.2019 0.6174 1.5493 0.6603 0.6321 -0.2888 -0.2846
1305031105.6958 1.1991 0.6177 1.5461 0.6605 0.6314 -0.2888 -0.2858
1305031105.7058 1.1961 0.6182 1.5430 0.6605 0.6306 -0.2889 -0.2873
1305031105.7158 1.1932 0.6185 1.5399 0.6606 0.6302 -0.2887 -0.2884
1305031105.7258 1.1900 0.6190 1.5364 0.6608 0.6294 -0.2885 -0.2898
1305031105.7358 1.1873 0.6194 1.5332 0.6614 0.6295 -0.2871 -0.2896
1305031105.7459 1.1842 0.6200 1.5299 0.6617 0.6291 -0.2867 -0.2902
1305031105.7558 1.1813 0.6204 1.5266 0.6624 0.6288 -0.2855 -0.2905
1305031105.7658 1.1780 0.6211 1.5233 0.6620 0.6276 -0.2862 -0.2931
1305031105.7758 1.1754 0.6218 1.5201 0.6626 0.6273 -0.2847 -0.2939
1305031105.7858 1.1724 0.6225 1.5167 0.6627 0.6264 -0.2847 -0.2955
1305031105.7959 1.1696 0.6232 1.5136 0.6632 0.6260 -0.2837 -0.2964
1305031105.8058 1.1665 0.6239 1.5101 0.6632 0.6251 -0.2841 -0.2977
1305031105.8158 1.1637 0.6247 1.5069 0.6641 0.6245 -0.2834 -0.2978
1305031105.8258 1.1610 0.6254 1.5034 0.6642 0.6239 -0.2833 -0.2989
1305031105.8358 1.1581 0.6261 1.5002 0.6645 0.6231 -0.2833 -0.2999
1305031105.8458 1.1555 0.6270 1.4969 0.6649 0.6224 -0.2828 -0.3010
1305031105.8558 1.1527 0.6277 1.4935 0.6651 0.6218 -0.2829 -0.3015
1305031105.8658 1.1500 0.6285 1.4900 0.6663 0.6206 -0.2816 -0.3027
1305031105.8758 1.1474 0.6293 1.4866 0.6677 0.6197 -0.2805 -0.3025
1305031105.8858 1.1450 0.6302 1.4831 0.6691 0.6189 -0.2791 -0.3021
1305031105.8958 1.1427 0.6309 1.4798 0.6705 0.6184 -0.2781 -0.3009
1305031105.9058 1.1403 0.6316 1.4763 0.6720 0.6172 -0.2774 -0.3009
1305031105.9159 1.1379 0.6322 1.4730 0.6733 0.6164 -0.2765 -0.3005
1305031105.9258 1.1354 0.6328 1.4696 0.6738 0.6158 -0.2761 -0.3009
1305031105.9358 1.1330 0.6333 1.4663 0.6746 0.6157 -0.2749 -0.3006
1305031105.9458 1.1309 0.6338 1.4628 0.6755 0.6153 -0.2738 -0.3001
1305031105.9558 1.1288 0.6342 1.4594 0.6763 0.6156 -0.2724 -0.2990
1305031105.9658 1.1267 0.6346 1.4559 0.6770 0.6157 -0.2716 -0.2979
1305031105.9758 1.1246 0.6350 1.4524 0.6780 0.6151 -0.2708 -0.2977
1305031105.9858 1.1224 0.6354 1.4491 0.6789 0.6147 -0.2698 -0.2973
1305031105.9959 1.1203 0.6358 1.4457 0.6796 0.6144 -0.2692 -0.2971
1305031106.0058 1.1185 0.6360 1.4424 0.6806 0.6148 -0.2673 -0.2956
1305031106.0158 1.1165 0.6363 1.4390 0.6812 0.6147 -0.2664 -0.2952
1305031106.0258 1.1144 0.6365 1.4357 0.6820 0.6146 -0.2652 -0.2946
1305031106.0358 1.1124 0.6369 1.4326 0.6825 0.6148 -0.2641 -0.2941
1305031106.0458 1.1105 0.6370 1.4292 0.6831 0.6144 -0.2638 -0.2939
1305031106.0558 1.1086 0.6370 1.4259 0.6835 0.6142 -0.2638 -0.2932
1305031106.0658 1.1070 0.6372 1.4228 0.6845 0.6145 -0.2625 -0.2915
1305031106.0758 1.1051 0.6372 1.4195 0.6852 0.6142 -0.2620 -0.2910
1305031106.0858 1.1029 0.6370 1.4162 0.6858 0.6144 -0.2611 -0.2900
1305031106.0958 1.1013 0.6371 1.4133 0.6861 0.6150 -0.2600 -0.2890
1305031106.1058 1.0995 0.6369 1.4101 0.6868 0.6156 -0.2589 -0.2871
1305031106.1158 1.0977 0.6367 1.4069 0.6869 0.6158 -0.2589 -0.2862
1305031106.1258 1.0961 0.6366 1.4040 0.6879 0.6163 -0.2576 -0.2839
1305031106.1358 1.0946 0.6364 1.4010 0.6895 0.6159 -0.2564 -0.2818
1305031106.1458 1.0925 0.6363 1.3980 0.6894 0.6155 -0.2576 -0.2819
1305031106.1558 1.0908 0.6360 1.3953 0.6895 0.6157 -0.2579 -0.2811
1305031106.1658 1.0897 0.6357 1.3928 0.6906 0.6157 -0.2566 -0.2797
1305031106.1758 1.0886 0.6352 1.3903 0.6912 0.6160 -0.2556 -0.2782
1305031106.1858 1.0869 0.6352 1.3878 0.6905 0.6174 -0.2554 -0.2771
1305031106.1959 1.0855 0.6349 1.3853 0.6906 0.6174 -0.2557 -0.2765
1305031106.2058 1.0843 0.6346 1.3829 0.6911 0.6168 -0.2559 -0.2763
1305031106.2158 1.0833 0.6345 1.3807 0.6919 0.6163 -0.2562 -0.2754
1305031106.2258 1.0820 0.6343 1.3785 0.6919 0.6158 -0.2574 -0.2752
1305031106.2358 1.0810 0.6340 1.3763 0.6926 0.6149 -0.2580 -0.2748
1305031106.2458 1.0803 0.6338 1.3743 0.6939 0.6150 -0.2568 -0.2726
1305031106.2558 1.0787 0.6335 1.3721 0.6934 0.6148 -0.2582 -0.2732
1305031106.2658 1.0779 0.6333 1.3701 0.6934 0.6152 -0.2583 -0.2721
1305031106.2758 1.0767 0.6332 1.3680 0.6931 0.6160 -0.2581 -0.2712
1305031106.2858 1.0759 0.6331 1.3662 0.6939 0.6152 -0.2584 -0.2708
1305031106.2958 1.0749 0.6331 1.3642 0.6945 0.6151 -0.2585 -0.2693
1305031106.3057 1.0741 0.6330 1.3627 0.6959 0.6144 -0.2577 -0.2679
1305031106.3158 1.0733 0.6329 1.3610 0.6967 0.6145 -0.2576 -0.2660
1305031106.3258 1.0726 0.6327 1.3594 0.6969 0.6151 -0.2571 -0.2644
1305031106.3358 1.0723 0.6324 1.3583 0.6974 0.6165 -0.2549 -0.2620
1305031106.3458 1.0716 0.6321 1.3568 0.6968 0.6181 -0.2538 -0.2608
1305031106.3558 1.0712 0.6319 1.3558 0.6965 0.6203 -0.2510 -0.2590
1305031106.3658 1.0709 0.6317 1.3549 0.6960 0.6217 -0.2487 -0.2592
1305031106.3758 1.0707 0.6316 1.3544 0.6961 0.6232 -0.2456 -0.2583
1305031106.3858 1.0706 0.6316 1.3539 0.6959 0.6243 -0.2428 -0.2588
1305031106.3958 1.0709 0.6315 1.3540 0.6958 0.6252 -0.2402 -0.2594
1305031106.4058 1.0711 0.6314 1.3541 0.6953 0.6255 -0.2386 -0.2614
1305031106.4158 1.0713 0.6313 1.3544 0.6948 0.6261 -0.2372 -0.2629
1305031106.4258 1.0717 0.6313 1.3549 0.6937 0.6270 -0.2366 -0.2638
1305031106.4358 1.0726 0.6312 1.3558 0.6936 0.6275 -0.2352 -0.2643
1305031106.4458 1.0731 0.6311 1.3566 0.6926 0.6278 -0.2359 -0.2656
1305031106.4558 1.0736 0.6309 1.3576 0.6917 0.6283 -0.2368 -0.2660
1305031106.4661 1.0748 0.6309 1.3590 0.6917 0.6291 -0.2359 -0.2649
1305031106.4758 1.0754 0.6308 1.3603 0.6909 0.6289 -0.2377 -0.2656
1305031106.4858 1.0767 0.6307 1.3620 0.6913 0.6294 -0.2375 -0.2640
1305031106.4958 1.0776 0.6307 1.3638 0.6903 0.6296 -0.2395 -0.2642
1305031106.5058 1.0789 0.6305 1.3659 0.6894 0.6300 -0.2407 -0.2641
1305031106.5159 1.0802 0.6303 1.3681 0.6884 0.6303 -0.2424 -0.2647
1305031106.5259 1.0816 0.6300 1.3703 0.6878 0.6310 -0.2433 -0.2637
1305031106.5357 1.0829 0.6299 1.3727 0.6867 0.6314 -0.2451 -0.2642
1305031106.5458 1.0845 0.6298 1.3752 0.6861 0.6313 -0.2459 -0.2649
1305031106.5558 1.0862 0.6295 1.3780 0.6860 0.6310 -0.2466 -0.2653
1305031106.5658 1.0878 0.6293 1.3807 0.6853 0.6312 -0.2474 -0.2659
1305031106.5758 1.0895 0.6290 1.3834 0.6847 0.6318 -0.2479 -0.2658
1305031106.5858 1.0912 0.6288 1.3861 0.6837 0.6329 -0.2484 -0.2651
1305031106.5959 1.0930 0.6284 1.3889 0.6831 0.6341 -0.2480 -0.2641
1305031106.6058 1.0949 0.6282 1.3919 0.6829 0.6348 -0.2479 -0.2632
1305031106.6158 1.0968 0.6280 1.3948 0.6818 0.6358 -0.2487 -0.2630
1305031106.6258 1.0988 0.6276 1.3979 0.6812 0.6359 -0.2493 -0.2636
1305031106.6358 1.1010 0.6273 1.4011 0.6809 0.6362 -0.2493 -0.2636
1305031106.6458 1.1032 0.6271 1.4044 0.6801 0.6365 -0.2505 -0.2639
1305031106.6558 1.1055 0.6267 1.4077 0.6789 0.6370 -0.2520 -0.2642
1305031106.6658 1.1081 0.6265 1.4111 0.6786 0.6375 -0.2525 -0.2634
1305031106.6758 1.1105 0.6262 1.4145 0.6781 0.6380 -0.2533 -0.2625
1305031106.6858 1.1129 0.6259 1.4176 0.6775 0.6390 -0.2541 -0.2609
1305031106.6958 1.1157 0.6255 1.4210 0.6775 0.6402 -0.2541 -0.2582
1305031106.7058 1.1180 0.6252 1.4245 0.6766 0.6408 -0.2554 -0.2576
1305031106.7158 1.1207 0.6250 1.4279 0.6757 0.6411 -0.2574 -0.2571
1305031106.7258 1.1233 0.6246 1.4314 0.6748 0.6412 -0.2600 -0.2568
1305031106.7358 1.1261 0.6244 1.4348 0.6743 0.6417 -0.2612 -0.2556
1305031106.7458 1.1288 0.6242 1.4385 0.6738 0.6421 -0.2626 -0.2546
1305031106.7558 1.1315 0.6240 1.4420 0.6732 0.6424 -0.2642 -0.2536
1305031106.7658 1.1346 0.6237 1.4457 0.6728 0.6428 -0.2651 -0.2525
1305031106.7758 1.1374 0.6235 1.4493 0.6721 0.6432 -0.2664 -0.2520
1305031106.7858 1.1403 0.6233 1.4530 0.6719 0.6437 -0.2666 -0.2515
1305031106.7958 1.1434 0.6232 1.4567 0.6718 0.6445 -0.2664 -0.2499
1305031106.8058 1.1461 0.6229 1.4602 0.6713 0.6446 -0.2674 -0.2498
1305031106.8158 1.1492 0.6226 1.4640 0.6712 0.6454 -0.2672 -0.2480
1305031106.8258 1.1523 0.6222 1.4678 0.6705 0.6457 -0.2685 -0.2478
1305031106.8358 1.1553 0.6218 1.4717 0.6694 0.6462 -0.2701 -0.2477
1305031106.8458 1.1585 0.6217 1.4759 0.6683 0.6469 -0.2704 -0.2485
1305031106.8558 1.1618 0.6214 1.4801 0.6670 0.6472 -0.2719 -0.2496
1305031106.8658 1.1649 0.6211 1.4843 0.6656 0.6473 -0.2735 -0.2512
1305031106.8760 1.1680 0.6207 1.4884 0.6646 0.6472 -0.2744 -0.2534
1305031106.8858 1.1712 0.6203 1.4924 0.6635 0.6477 -0.2747 -0.2544
1305031106.8958 1.1749 0.6200 1.4967 0.6634 0.6487 -0.2731 -0.2540
1305031106.9058 1.1778 0.6195 1.5006 0.6621 0.6493 -0.2735 -0.2554
1305031106.9158 1.1813 0.6191 1.5049 0.6616 0.6502 -0.2723 -0.2556
1305031106.9258 1.1843 0.6188 1.5090 0.6603 0.6504 -0.2732 -0.2577
1305031106.9358 1.1878 0.6184 1.5133 0.6593 0.6513 -0.2724 -0.2587
1305031106.9458 1.1909 0.6181 1.5175 0.6586 0.6509 -0.2732 -0.2607
1305031106.9558 1.1946 0.6178 1.5219 0.6581 0.6509 -0.2727 -0.2623
1305031106.9658 1.1977 0.6174 1.5262 0.6567 0.6505 -0.2744 -0.2653
1305031106.9758 1.2012 0.6173 1.5306 0.6559 0.6509 -0.2738 -0.2666
1305031106.9858 1.2043 0.6170 1.5348 0.6547 0.6507 -0.2748 -0.2691
1305031106.9958 1.2076 0.6168 1.5389 0.6540 0.6506 -0.2747 -0.2713
1305031107.0058 1.2109 0.6164 1.5430 0.6542 0.6513 -0.2729 -0.2708
1305031107.0158 1.2140 0.6162 1.5470 0.6538 0.6517 -0.2719 -0.2717
1305031107.0258 1.2174 0.6159 1.5509 0.6538 0.6525 -0.2704 -0.2714
1305031107.0358 1.2205 0.6157 1.5548 0.6538 0.6525 -0.2696 -0.2724
1305031107.0458 1.2234 0.6151 1.5589 0.6532 0.6525 -0.2701 -0.2730
1305031107.0558 1.2264 0.6150 1.5628 0.6524 0.6520 -0.2715 -0.2749
1305031107.0658 1.2295 0.6148 1.5668 0.6516 0.6519 -0.2722 -0.2763
1305031107.0759 1.2324 0.6147 1.5710 0.6512 0.6519 -0.2725 -0.2770
1305031107.0858 1.2353 0.6144 1.5
